code	type	likes	comments	views	timestamp	caption	url
DKOr3VkO7g6	video	18	0	0	2025-05-29	Ono Marketing sing Di Target Koyok aku gak Lur ?! 🥲  #Syahfalahproperti #perumahansubsidilumajang #komediperumahan #komedimarketing #marketingperumahansubsidi #marketingperumahan	https://www.instagram.com/p/DKOr3VkO7g6/
DKON0s5O65T	photo	7	0	0	2025-05-29	"""Selamat memperingati Kenaikan Isa Al Masih bagi umat Kristiani. Semoga momen ini membawa kedamaian dan semangat untuk terus membangun kehidupan yang lebih baik, termasuk tempat tinggal yang nyaman dan penuh kasih.""  #Syahfalahproperti #perumahansubsidilumajang #Perumahanlumajang"	https://www.instagram.com/p/DKON0s5O65T/
DKGcJzVSIzT	video	14	0	0	2025-05-26	Malam hari bukan jadi halangan buat kami untuk memberikan Pelayanan , Kenyamanan dan Kemudahan buat kalian yg ingin punya properti impian , Syahfalah siap gerak kapan aja!   Realisasi Malam Hari? Bisa dong!  Karena bareng Syahfalah , semua jadi lebih Mudah!   #syahfalahproperti #perumahanlumajang #p	https://www.instagram.com/p/DKGcJzVSIzT/
DJ5iVUpTNTN	video	29	0	0	2025-05-21	Dengan menggunakan Excavator  untuk proyek perumahan, bisa lebih efektif , cepat, rapi, dan efisien. Dengan alat berat seperti ini, pekerjaan yang biasanya memakan waktu berhari-hari bisa selesai dalam hitungan jam.  Proses jadi lebih hemat waktu dan tenaga, hasilnya pun lebih maksimal. Kalau kamu p	https://www.instagram.com/p/DJ5iVUpTNTN/
DJ3pPeMO6Og	photo	6	0	0	2025-05-20	“Bangkit bukan hanya soal semangat, tapi juga kenyamanan hidup. mulai kebangkitanmu dari rumah yang layak dan lokasi strategis. Karena masa depan dimulai dari rumah.” Selamat Hari Kebangkitan Nasional 🇮🇩  #harikebangkitannasional #syahfalahproperti #perumahanlumajang #perumahansubsidi #rumahsubsidi	https://www.instagram.com/p/DJ3pPeMO6Og/
DJ0eqq1OHrb	video	8	1	0	2025-05-19	Ini Mah kalau tak iyain , bukan nalangin lagi , tapi nraktir beliin Rumah 😤  #syahfalahproperti #perumahanlumajang #perumahansubsidilumajang	https://www.instagram.com/p/DJ0eqq1OHrb/
DJvU3PpzlxT	video	41	2	0	2025-05-17	Kunjungan Lokasi Mustika Lembayung Progress jalan terus!  Hari ini kita mantau langsung pembuatan pondasi buat gerbang utama dan komunal space di perumahan Mustika Lembayung. Sedikit demi sedikit, lama lama jadi bukit… eh jadi perumahan   Siap-siap, kawasan ini bakal jadi hunian subsidi yang nyaman 	https://www.instagram.com/p/DJvU3PpzlxT/
DJiZwjLy91t	video	4	0	0	2025-05-12	Semoga berkah Waisak menginspirasi kita untuk terus membangun, tidak hanya rumah-rumah yang kokoh, tetapi juga kehidupana yang penuh kasih, damai, dan kebijaksanaan.  Selamat Hari Raya Waisak 2569 BE  #selamatharirayawaisak #syahfalahproperti #Lembayungproperti #JCKproperti #Perumahanlumajang #perum	https://www.instagram.com/p/DJiZwjLy91t/
DJgJEmryKmg	video	14	0	0	2025-05-11	Laki Laki Tidak Bercerita  #syahfalahproperti #perumahansubsidi #perumahanlumajang	https://www.instagram.com/p/DJgJEmryKmg/
DJdT07lSk96	video	33	7	0	2025-05-10	Semoga Langkah Baru Pembukaan Proyek Mustika Lembayung Sumbersuko Berjalan Lancar sampai menjadi Hunian idaman dan impian 😇  #syahfalahproperti #perumahanlumajang #mustikalembayung #perumahansubsidi	https://www.instagram.com/p/DJdT07lSk96/
DJV7bNCSchE	video	13	1	0	2025-05-07	Kami cukup kasih Bukti bukan sekedar janji!   Perumahan Bhumi Saka Arum menghadirkan Hunian Eksklusif Dua Lantai Tanpa Renovasi Satu - Satunya di Lumajang 🤩  🌟 Keunggulan :  ✅ Dua Lantai, langsung siap pakai ✅ Harga Subsidi, cocok untuk keluarga muda ✅ Sudah Dapat Dapur, Pagar & Kanopi ✅ Lokasi Stra	https://www.instagram.com/p/DJV7bNCSchE/
DJRA4kpyS8c	carousel	15	1	0	2025-05-05	Kami sedang mencari Talenta terbaik untuk bergabung dan berkembang bersama kami  Posisi yg di buka 1. Pelaksana Lapangan / Drafter 2. Marketing Representatif  untuk kualifikasi dan info lengkap tertera di Gambar , tinggal Slide kanan  Kalau tertarik, suka tantangan dan terbiasa kerja tim dan ingin b	https://www.instagram.com/p/DJRA4kpyS8c/
DJRATqXyXxu	carousel	47	7	0	2025-05-05	Memanggil Para Team Kreatif untuk melakukan Perjalanan bukan ke Barat mencari kitab suci , tapi Perjalanan menuju Kreatifitas tanpa Batas  Kalau tertarik, segera kirimkan CV dan Portofolio terbaik kamu ke :   📧 : adm.syahfalah@gmail.com  📝 : Info lebih lanjut hubungi : 0822 3436 6677  #lowongankerja	https://www.instagram.com/p/DJRATqXyXxu/
DJIqNa4y978	photo	12	0	0	2025-05-02	Selamat Hari Pendidikan Nasional! Dulu waktu sekolah kita belajar “Panjang x Lebar = Luas”  Sekarang: “DP x Niat = Akad”  Terima kasih Guru!  Berkatmu kami jadi paham kalau Ilmu itu investasi…  Sama dengan “ Rumah”  Rumah juga investasi dan juga bisa ditinggali  #syahfalahproperti #HariPendidikanNas	https://www.instagram.com/p/DJIqNa4y978/
DJGi33VSHmG	video	11	0	0	2025-05-01	Akad Realisasi ~ Terima kasih sudah memilih rumah di @griya.syahfalahkencong Semoga menjadi rumah yang penuh berkah dan bahagia selalu ☺  Buat kamu yang belum punya rumah, Yuk segera hubungi kami ‼️  WA/Telp : 0813 3337 2016  #syahfalahproperti #griyasyahfalahkencong #perumahansubsidi #perumahanmini	https://www.instagram.com/p/DJGi33VSHmG/
DJGGPW1SShq	photo	7	0	0	2025-05-01	Hari ini kita rayakan pahlawan tanpa pendingin ruangan!  Yang bangun pagi lebih dulu dari alarm,  Yang ngecor sambil mbanyol,  Yang pasang bata sambil nyetel lagu dangdut koplo  Karena rumah gak bisa dibangun cuma pakai doa dan denah aja,  Perlu tenaga, peluh dan kopi tanpa gula !   Kerja keras kali	https://www.instagram.com/p/DJGGPW1SShq/
DJDhqVUS2Pb	video	11	0	0	2025-04-30	Perjalanan panjang menemukan tempat impian melalu pisau Legendaris.   Perumahan Bhumi Saka Arum menghadirkan Hunian Eksklusif Dua Lantai Tanpa Renovasi Satu - Satunya di Lumajang   🌟 Keunggulan :  ✅ Dua Lantai, langsung siap pakai ✅ Harga Subsidi, cocok untuk keluarga muda ✅ Sudah Dapat Dapur, Pagar	https://www.instagram.com/p/DJDhqVUS2Pb/
DJAyu35ycCe	video	11	0	0	2025-04-29	Audit Bukan Sekedar Evaluasi , Setiap masalah yang terdeteksi harus langsung diberi Solusi .   #syahfalahproperti #perumahanlumajang #perumahansubsidi	https://www.instagram.com/p/DJAyu35ycCe/
DIsceFlSbDO	photo	4	0	0	2025-04-21	"Menjadi Kartini masa kini bukan hanya soal emansipasi, tapi juga tentang keberanian bermimpi dan mewujudkannya.  Termasuk mimpi punya rumah, karena perempuan juga bisa beli rumah sendiri!  ""Selamat Hari Kartini""  #syahfalahproperti #perumahanlumajang #perumahansubsidi #rumahminimalismurah #harikarti"	https://www.instagram.com/p/DIsceFlSbDO/
DIlCoNjS00S	video	4	0	0	2025-04-18	"Kami sekeluarga Syahfalah Group mengucapkan ""Selamat memperingati Jumat Agung""  #syahfalahproperti #perumahanlumajang #perumahansubsidi #perumahansubsidi #rumahminimalismurah #perumahan #kprsubsidi"	https://www.instagram.com/p/DIlCoNjS00S/
DIkhRRLSZ_S	video	5	0	0	2025-04-18	Monev adalah proses untuk memantau dan menilai kinerja suatu program, proyek, organisasi, atau kebijakan. Proses ini bertujuan untuk memastikan bahwa kegiatan yang sedang atau telah dilaksanakan berjalan sesuai dengan rencana, tujuan, dan standar yang telah ditetapkan.   #syahfalahproperti #perumaha	https://www.instagram.com/p/DIkhRRLSZ_S/
DIkfTkbTvk7	video	22	1	0	2025-04-18	Angsuran sama dengan spek yang berbeda?  Perumahan Bhumi Saka Arum menghadirkan rumah subsidi dua lantai tanpa renovasi, satu satunya di lumajang.  🌟 Hunian nyaman, ideal, dan siap huni untuk keluarga kecil kamu.  📌 Keunggulan:  ✔️ Dua lantai, langsung siap pakai ✔️ Harga subsidi, cocok untuk keluar	https://www.instagram.com/p/DIkfTkbTvk7/
DIfWTr_yWhm	video	12	0	0	2025-04-16	Akad Realisasi ~ Terima kasih sudah memilih rumah di @bhumisakaarum Semoga nyaman dan betah dengan rumah barunya 🤩  Buat kamu yang belum punya rumah, Yuk segera hubungi kami ‼️  WA/Telp : 0813 3337 2016  #syahfalahproperti #bhumisakaarum #perumahansubsidi #perumahanmininalis #subsidi2lantai	https://www.instagram.com/p/DIfWTr_yWhm/
DIc3Zvby7ZQ	video	12	2	0	2025-04-15	Akad Realisasi ~ Terima kasih sudah memilih rumah di @griya.syahfalahkencong Semoga nyaman dan betah dengan rumah barunya 🤩  Buat kamu yang belum punya rumah, Yuk segera hubungi kami ‼️  WA/Telp : 0813 3337 2016  #syahfalahproperti #griyasyahfalahkencong #perumahansubsidi #perumahanmininalis	https://www.instagram.com/p/DIc3Zvby7ZQ/
DITPc4iRHkL	carousel	39	2	0	2025-04-11	Iki subsidi tenan a?  ☎️: 085195905756  #perumahansubsidi #perumahanlumajang #kprsubsidi #rumahminimalis #visitlumajang #propertilumajang #propertylumajang	https://www.instagram.com/p/DITPc4iRHkL/
DITKYw_SiyH	video	13	4	0	2025-04-11	Alhamdulillah hari ini Calon Penghuni baru Perumahan Subsidi 2 Lantai Bhumi Saka Arum main ke Kantor, kita lanjut ngobrol dan follow up , semoga Lancar sampai Akad!  Perumahan Bhumi Saka Arum menghadirkan Hunian Eksklusif Dua Lantai Tanpa Renovasi Satu - Satunya di Lumajang 🤩  🌟 Keunggulan :  ✅ Dua 	https://www.instagram.com/p/DITKYw_SiyH/
DIP4jJPzSUt	video	11	0	0	2025-04-10	STB (serah Terima Bangunan) Perumahan Nala Indah Grati Blok E-6 dan Perumahan Grand Lembayung Indah Blok A-10  Rumah Subsidi Tanpa Renovasi. Yuuk miliki rumah impian kamu. Jangan khawatir soal harga, karena kami selalu memberikan penawaran yang terbaik.   Info lebih lanjut hubungi  Telp/WA : 0813 33	https://www.instagram.com/p/DIP4jJPzSUt/
DIK9c5ExBIw	video	11	0	0	2025-04-08	Akad Realisasi ~ Terima kasih sudah memilih rumah di @nalaindah_grati Semoga nyaman dan betah dengan rumah barunya 🤩  Buat kamu yang belum punya rumah, Yuk segera hubungi kami ‼️  WA/Telp : 0813 3337 2016  #syahfalahproperti #nalaindahgrati #perumahanlumajang	https://www.instagram.com/p/DIK9c5ExBIw/
DH1pi0FTiM3	photo	6	0	0	2025-03-30	Permisi, cuma mau minta maaf, kalau ada salah kata, salah sikap dan tingkah laku, kadang nggak bales pesan, nggak angkat telepon, tolong bersedia memaafkan.   Selamat Hari Raya Idul Fitri 2025. Minal aidin wal faizin, Mohon maaf lahir dan batin selamat Idul Fitri 2025.  #syahfalahproperti #idulfitri	https://www.instagram.com/p/DH1pi0FTiM3/
DHzw1a7zI-m	photo	4	0	0	2025-03-30	PENGUMUMAN LIBUR OPERASIONAL  Dalam rangka menyambut Hari Raya Idul Fitri, Syahfalah Group akan 𝗟𝗜𝗕𝗨𝗥 𝗺𝘂𝗹𝗮𝗶 30 𝗠𝗮𝗿𝗲𝘁 𝟮𝟬𝟮𝟱 dan akan  𝗕𝗨𝗞𝗔 𝗞𝗘𝗠𝗕𝗔𝗟𝗜 𝗽𝗮𝗱𝗮 8 𝗔𝗽𝗿𝗶𝗹 𝟮𝟬𝟮𝟱.  📌 Untuk info lebih lanjut, silakan hubungi kami melalui wa.me/6281333372016  #syahfalahproperti #LiburLebaran #IdulFitri #1446H #EidMub	https://www.instagram.com/p/DHzw1a7zI-m/
DHxvUiPx18Z	video	9	0	0	2025-03-29	Akad Realisasi ~ Terima kasih sudah memilih rumah di @grand.lembayungindah Semoga nyaman dan betah dengan rumah barunya 🤩  Buat kamu yang belum punya rumah, Yuk segera hubungi kami ‼️  #syahfalahproperti #grandlembayungindah #perumahanlumajang	https://www.instagram.com/p/DHxvUiPx18Z/
DHwDG42TI5e	photo	8	1	0	2025-03-28	Rahajeng Nyanggra Rahina Nyepi Caka 1947 ! Semoga kita semua diberikan ketenangan dan kesucian dalam menyambut Tahun Saka yang baru.  #syahfalahproperti #tahunbarunyepi #nyepi #rahayu	https://www.instagram.com/p/DHwDG42TI5e/
DHv4WoAzA6l	video	16	0	0	2025-03-28	Agenda buka bersama dengan SYAHFALAH GROUP menikmati kebersamaan dan saling mendoakan dalam kebaikan.  Selamat berbuka puasa! Sekarang es teh dulu, bentar lagi teh ha er bakal tersaji 🤩  #syahfalahproperti #ramadhan #puasaramadhan	https://www.instagram.com/p/DHv4WoAzA6l/
DHm1O1bRmDC	video	14	0	0	2025-03-25	Progres pembangunan Rumah Dua Lantai “Nala  langsung di QC sama Pak Boss Ardian ‼️  Lokasi strategis, cuma 5 menit dari alun alun lumajang. Rumah ready stok tinggal satu unit saja 😱  Segera Hubungi : 0813 3528 9747 (Maulana)  #syahfalahproperti #nalaindahgrati #rumahsubsidi #perumahanlumajang	https://www.instagram.com/p/DHm1O1bRmDC/
DHkxnrzyjgY	video	16	2	0	2025-03-24	Lebaran kali ini selain membuka lembaran baru kita lengkapi temen2 staf syahfalah properti dengan Baju Baru 😉 , semoga suka dengan pilihan masing2 dan bermanfaat nantinya.   #syahfalahproperti	https://www.instagram.com/p/DHkxnrzyjgY/
DHhtumcSr4U	video	16	0	0	2025-03-23	Perumahan Grand Lembayung Indah Kabuaran Yuk guys mumpung lagi banyak promo..   • Lantai full granit • Carport + Kanopi • Dapur + Kompor tanam • Meja Bar  • Biaya booking hanya 2.5 jt sampai terima kunci rumah 😁  Lokasi Kabuaran jl. Peltu syawal Akses : •  1 Menit ke Masjid 🕌 •  1 Menit ke Balai des	https://www.instagram.com/p/DHhtumcSr4U/
DHcunNTzKlo	video	27	0	0	2025-03-21	Menjaga kualitas Rumah itu sangat Penting Lur , daripada Murah tapi Murahan! Jd kita tetap selalu mengawasi dan mengingatkan Staf untuk menjaga Kualitas!   #ardiantanah #komedi #perumahanlumajang #perumahansubsidi #syahfalahproperti	https://www.instagram.com/p/DHcunNTzKlo/
DHcpujKx684	video	17	1	0	2025-03-21	Niat ngasih challenge Malah minta rumah subsidi 2 lantai yang lantainya full granit, karpot + kanopi, atap full cor, meja dapur + kompor tanam dll... Ya enak bener lur..   Perumahan Bhumi Saka Arum menghadirkan Hunian Eksklusif Dua Lantai Tanpa Renovasi Satu - Satunya di Lumajang 🤩  🌟 Keunggulan :  	https://www.instagram.com/p/DHcpujKx684/
DHZ-MHqS0oJ	video	24	0	0	2025-03-20	Step pertama buat hunian impian, kali ini pengukuran tanah di tempeh bareng ning vika, untuk rencana pembangunan perumahan subsidi. Biar semua on track dan siap eksekusi!  Ikutin kita trus ya....   #syahfalahproperti #perumahanlumajang #perumahansubsidi #rumahminimalismurah #lumajang #kprsubsidi	https://www.instagram.com/p/DHZ-MHqS0oJ/
DHXeBq9yIU8	video	16	1	0	2025-03-19	Ya beginilah nasib marketing ketika janjian, kadang di tepati kadang juga di tinggalin... Ini nungguin calon pembeli apa nungguin jodoh sih??   Perumahan Bhumi Saka Arum menghadirkan Hunian Eksklusif Dua Lantai Tanpa Renovasi Satu - Satunya di Lumajang 🤩  🌟 Keunggulan :  ✅ Dua Lantai, langsung siap 	https://www.instagram.com/p/DHXeBq9yIU8/
DHSXRR4Rkid	video	23	0	0	2025-03-17	* Ready Stock 2 Unit saja !!!  Perumahan Grand Lembayung Indah Kabuaran  Sudah Terbangun :  *Free Dapur + Kompor tanam *Free Canopy *Free Pagar Tanam *Free Pompa air *Free Biaya realisasi *Free Angsuran pertama *Free Biaya balik nama  • Biaya booking hanya 2.5 jt sampai terima kunci rumah 😁  Lokasi 	https://www.instagram.com/p/DHSXRR4Rkid/
DHOB3nxSRun	video	21	0	0	2025-03-15	Kegiatan Weekend ini belanja Parcel dulu guys..   #syahfalahproperti #perumahanlumajang	https://www.instagram.com/p/DHOB3nxSRun/
DHKillfR9w7	carousel	21	0	0	2025-03-14	Silahkan masuk dan review sepuasnya perumahan Bhumi Saka Arum  Lokasi strategis dekat pusat kota lumajang, Perumahan subsidi dua lantai satu - satunya di lumajang Hanya di “Bhumi Saka Arum”  🌟 Dapatkan Keunggulan :  ✅ Dua Lantai, langsung siap pakai ✅ Harga Subsidi, cocok untuk keluarga muda ✅ Sudah	https://www.instagram.com/p/DHKillfR9w7/
DHIgTiEx5xO	video	21	0	0	2025-03-13	Langkah baru, peluang baru! 🤝  ✨ Kami dengan bangga mengumumkan perjanjian kerja sama dengan @himovers.lumajang untuk memberikan layanan terbaik dan kemudahan finansial bagi semua.   Semoga kolaborasi ini membawa manfaat besar dan kesuksesan bersama!   #lembayungwanantarapadha #bnilumajang #pks #rum	https://www.instagram.com/p/DHIgTiEx5xO/
DHFiE1gR9C0	carousel	16	0	0	2025-03-12	Dikasih info kepada seluruh orang GABUT bahwa ada lowongan pekerjaan buat yang mau mencari uang.   Kalau tertarik, segera kirimkan CV dan Portofolio terbaik kamu ke :   📧 : adm.syahfalah@gmail.com  📝 : Info lebih lanjut hubungi : 0822 3436 6677  #lowongankerjalumajang #lokerlumajang #infolokerlumaja	https://www.instagram.com/p/DHFiE1gR9C0/
DG4gp1uzk_6	carousel	32	5	0	2025-03-07	Satu - Satunya di Lumajang !!!   Perumahan Bhumi Saka Arum menghadirkan Hunian Eksklusif Dua Lantai Tanpa Renovasi Satu - Satunya di Lumajang 🤩  🌟 Keunggulan :  ✅ Dua Lantai, langsung siap pakai ✅ Harga Subsidi, cocok untuk keluarga muda ✅ Sudah Dapat Dapur, Pagar & Kanopi ✅ Lokasi Strategis Cuma 5 	https://www.instagram.com/p/DG4gp1uzk_6/
DG2WUeGRHWk	video	96	2	0	2025-03-06	3 Alasan Kamu Harus Beli Rumah di Bhumi Saka Arum  Perumahan Bhumi Saka Arum menghadirkan Hunian Eksklusif Dua Lantai Tanpa Renovasi Satu - Satunya di Lumajang 🤩  🌟 Keunggulan :  ✅ Dua Lantai, langsung siap pakai ✅ Harga Subsidi, cocok untuk keluarga muda ✅ Sudah Dapat Dapur, Pagar & Kanopi ✅ Lokasi	https://www.instagram.com/p/DG2WUeGRHWk/
DGufK8DykXZ	video	14	0	0	2025-03-03	Bulan puasa banyakin sabarnya ☺  Masak kamu nggak pengen punya rumah disini 😱  Perumahan Bhumi Saka Arum menghadirkan rumah subsidi dua lantai tanpa renovasi, satu satunya di lumajang.  🌟 Hunian nyaman, ideal, dan siap huni untuk keluarga kecil kamu.  📌 Keunggulan:  ✔️ Dua lantai, langsung siap paka	https://www.instagram.com/p/DGufK8DykXZ/
DGo6-aozgTH	photo	8	0	0	2025-03-01	Marhaban ya Ramadan! Selamat menjalankan ibadah puasa, semoga hati kita semakin bersih dan iman semakin kuat.  #syahfalahproperti #rumahsubsiditanparenovasi #ramadan #puasa	https://www.instagram.com/p/DGo6-aozgTH/
DGoYycWzDo0	photo	6	0	0	2025-02-28	Tutup sebentar, Sehubungan menyambut bulan suci Ramadhan kami akan buka pada hari Senin, 03 Maret 2024  #syahfalahproperti #rumahsubsditanparenovasi #ramadan #puasa	https://www.instagram.com/p/DGoYycWzDo0/
DGkIhDwRNZk	carousel	58	2	0	2025-02-27	Perlowongan Pekerjaan Diperuntukan untuk kalian yang berpesyen mencari uank, Niat berhustle mengarungi dunia Kirim CV kalian di  ✉️: media.jckardiman@gmail.com ☎️: 0851 9590 5756  #lokerlumajang  #lowongankerjalumajang #lumajangsatu #visitlumajang #infolokerlumajang	https://www.instagram.com/p/DGkIhDwRNZk/
DGXjVq8Rm_-	carousel	51	0	0	2025-02-22	Diberitahukan kepada seluruh orang GABUT di seluruh indonesia. Saat ini SYAHFALAH GROUP sedang mencari beberapa kandidat untuk bergabung di team kami. Kalau kamu tertarik, silahkan kirim CV dan Portofolio ke:  📧 : hrd.syahfalah@gmail.com 📝 : Posisi Yang Dilamar_(NAMA)  Info lebih lanjut hubungi : 08	https://www.instagram.com/p/DGXjVq8Rm_-/
DGXhcz9T6sh	video	95	9	0	2025-02-22	Ndak main main rumah subsidi 2 lantai satu satunya di lumajang.   Perumahan Bhumi Saka Arum menghadirkan hunian yang nyaman dan siap huni untuk keluarga kecil kamu  Info lebih lanjut bisa hubungi WA : 0813 3337 2016  #syahfalahproperti #ardiantanahmenjawab #perumahansubsidi #kprsubsidi #perumahanlum	https://www.instagram.com/p/DGXhcz9T6sh/
DGU6_JXRAxH	photo	26	0	0	2025-02-21	Selamat atas pelantikan @masdarindah dan @masyudhaadji_ sebagai Bupati dan Wakil Bupati Kabupaten Lumajang 2025 - 2030.  Semoga amanah dan membawa perubahan positif bagi kesejahteraan dan kemajuan Lumajang. Sukses selalu dalam menjalankan tugas dan tanggung jawab. .  #bupatilumajang #syahfalahproper	https://www.instagram.com/p/DGU6_JXRAxH/
DGNPKP0R7XA	video	11	2	0	2025-02-18	ALHAMDULILLAH sudah punya rumah sendiri ~ Terima kasih sudah memilih rumah di @griya.syahfalahkencong syahfalahkencong Semoga nyaman dan betah dengan rumah barunya 🥰  BUAT KAMU YANG BELUM PUNYA RUMAH YUK BURUAN !! STOK TERBATAS 🤩  JANGAN LUPA BELI RUMAH HANYA di @syahafalahproperti Telp / WA : 0813 	https://www.instagram.com/p/DGNPKP0R7XA/
DGKs6MGx35h	video	10	0	0	2025-02-17	Tembok sebagus ini masak mau diganti ??? 😭  Perumahan Bhumi Saka Arum menghadirkan rumah subsidi dua lantai tanpa renovasi, satu satunya di lumajang.  🌟 Hunian nyaman, ideal, dan siap huni untuk keluarga kecil kamu.  📌 Keunggulan:  ✔️ Dua lantai, langsung siap pakai ✔️ Harga subsidi, cocok untuk kel	https://www.instagram.com/p/DGKs6MGx35h/
DFuYI5ixuV8	video	13	0	0	2025-02-06	Yakin gak pengen punya rumah disini 😱  Perumahan Bhumi Saka Arum menghadirkan rumah subsidi dua lantai tanpa renovasi, satu satunya di lumajang.  🌟 Hunian nyaman, ideal, dan siap huni untuk keluarga kecil kamu.  📌 Keunggulan:  ✔️ Dua lantai, langsung siap pakai ✔️ Harga subsidi, cocok untuk keluarga	https://www.instagram.com/p/DFuYI5ixuV8/
DFcUo0Ozm3X	video	57	0	0	2025-01-30	sepeda motornya langsung ambil di @rayahero / @harsonoarik2	https://www.instagram.com/p/DFcUo0Ozm3X/
DFcSILlyLUw	video	3	0	0	2025-01-30	Ikan lee ikan belud Ayo lee gelud #perumahansubsidi #rumahminimalis	https://www.instagram.com/p/DFcSILlyLUw/
DFZIZf9zLr4	photo	5	0	0	2025-01-29	Selamat Tahun Baru Imlek 2025! Semoga tahun ini membawa ketenangan, kebijaksanaan, dan keberuntungan layaknya ular yang bijak dan cermat. Gong xi fa cai!  #TahunBaruImlek #GongXiFaCai #Imlek2025 #Keberuntungan #Kebersamaan #CeriaImlek	https://www.instagram.com/p/DFZIZf9zLr4/
DFUs4-gRiNg	photo	6	0	0	2025-01-27	Isra Miraj adalah perjalanan luar biasa penuh hikmah. Semoga kita senantiasa memperbaiki ibadah dan meneladani keimanan Rasulullah.  #IsraMiraj #PerjalananSpiritual #HikmahIsraMiraj #PentingnyaSalat #KisahIsraMiraj #KedamaianHati #CintaRasulullah	https://www.instagram.com/p/DFUs4-gRiNg/
DFHvSTezxvH	video	49	10	0	2025-01-22	Gardenia Arcapada Park – Hunian Impian di Lumajang  Sudahkah kamu menemukan rumah yang sempurna? 🌟 Gardenia Arcapada Park hadir dengan konsep modern & asri, menawarkan: 🏡 Desain minimalis elegan yang timeless 🌳 Lingkungan hijau yang mendukung gaya hidup sehat 🚪 Lokasi strategis, dekat pusat kota & f	https://www.instagram.com/p/DFHvSTezxvH/
DFEd692zrUb	video	1	0	0	2025-01-21	PROMO !!! 100 RIBU DAPAT RUMAH  MAU PUNYA RUMAH SENDIRI ??? 🏠 YANG CICILANNYA SEPERTI BAYAR KONTRAKAN ?? YANG LETAKNYA STRATEGIS DAN RAMAI PENDUDUK ??? PASTI ADA DOOONG !!!! 🤩🤩🤩  INTIP DISINI AJA YUUKK !!!  LOKASI : KENCONG, BELAKANG BALAI DESA KENCONG  ✅ TYPE 30 / 60 ✅ DP 0%  ✅ ANGSURAN FLAT 1 JUTA	https://www.instagram.com/p/DFEd692zrUb/
DFCwTWTRdF8	video	21	0	0	2025-01-20	Hari ini kantor kedatangan tamu spesial nih, dari Pimpinan Cabang Bank BRI Lumajang. Kolaborasi ini sangat berarti 🤩   Syahfalah Griya Aquila 📍Jl. Bondoyudo No.55 - Lumajang Telp / WA : 0812-3337-2016  #syahfalahproperti #perumahanlumajang #perumahansubsidi #lumajang #kprsubsidi #lembayungproperti	https://www.instagram.com/p/DFCwTWTRdF8/
DEzK3qYSCk5	video	25	0	0	2025-01-14	Coming Soon! Mustika Lembayung - Sumbersuko. Segera wujudkan rumah impianmu sekarang juga!  💬 Info lebih lanjut, hubungi WhatsApp: 0813 3337 2016 Jangan sampai ketinggalan, Persediaan Terbatas! ✨  #mustikalembayung #perumahansubsidi  #kprsubsidi #segeradibangun #perumahanlumajang	https://www.instagram.com/p/DEzK3qYSCk5/
DErhL2jTa6W	video	68	10	0	2025-01-11	✨ Perumahan Permata Citra by Grand Lembayung Indah Kabuaran ✨ Hunian modern, nyaman, dan strategis untuk keluarga Anda. 🏡 Temukan rumah impian dengan lingkungan asri dan fasilitas terbaik hanya di sini.  📍 Lokasi: Kabuaran 💬 Info lebih lanjut? Hubungi kami sekarang! WA: 0813-3337-2016  #PermataCitra	https://www.instagram.com/p/DErhL2jTa6W/
DEmNsOgy23r	video	14	2	0	2025-01-09	ALHAMDULILLAH sudah punya rumah sendiri ~ Terima kasih sudah memilih rumah di @griya.syahfalahkencong syahfalahkencong Semoga nyaman dan betah dengan rumah barunya 🥰  BUAT KAMU YANG BELUM PUNYA RUMAH YUK BURUAN !! STOK TERBATAS 🤩  JANGAN LUPA BELI RUMAH HANYA di @syahafalahproperti Telp / WA : 0822 	https://www.instagram.com/p/DEmNsOgy23r/
DEjyNO5y3rR	video	19	3	0	2025-01-08	Progres Pengerjaan Cut and Fill di Perumahan Mustika Lembayung!  Cut and Fill, juga dikenal sebagai galian dan timbunan, adalah suatu metode konstruksi yang melibatkan penggalian tanah dari suatu lokasi untuk digunakan sebagai timbunan di lokasi lain. Tujuannya beragam, mulai dari meratakan tanah, m	https://www.instagram.com/p/DEjyNO5y3rR/
DEZ8Dx9T7DD	video	26	2	0	2025-01-04	Grandenia Arcapada Park ! 🤩  Rumah 2 Lantai yang sangat luas dan elegan, memberikan ruang untuk berkreasi dan berkembang. Rumah ini dirancang untuk mengutamakan kenyamanan dan gaya hidup berkualitas. Lokasi Strategis Pusat Kota Lumajang, Fasilitas Lengkap, dan Lingkungan Asri menjadikan Grandenia pi	https://www.instagram.com/p/DEZ8Dx9T7DD/
DEZEvbgy7-1	video	10	0	0	2025-01-04	Menatap masa depan dengan kesiapan yang matang!  Persiapan awal tahun 2025 siap mengembangkan strategi dan inovasi di tahun yang penuh harapan ini!   TAHUN BARU RUMAH BARU NAIK DI SATURNUS!   #syahfalahproperti #perumahanlumajang #perumahansubsidi #rumahminimalismurah #perumahan #lumajang #kprsubsid	https://www.instagram.com/p/DEZEvbgy7-1/
DET0eLzTyHV	video	6	0	0	2025-01-02	📢 Sidang PBG | Persetujuan Pembangunan Gedung Sidang ini menjadi momen penting dalam proses pembangunan Bhumi Saka Arum, sebuah proyek hunian yang mengutamakan kenyamanan dan keberlanjutan lingkungan. Dengan dukungan dari berbagai pihak, kami selangkah lebih dekat untuk mewujudkan perumahan berkuali	https://www.instagram.com/p/DET0eLzTyHV/
